filename,Artistic Categories,Score,Theme and logic,Creativity,Layout and composition,Space and perspective,The sense of order,Light and shadow,Color,Details and texture,The overall,Mood
7a4f71f07d014f009d02bbf6fed155a8.jpg,sketching*symbolism*landscapes,8.167,7.67,,7.83,7.17,7.33,7.33,,8,8.17,7.5
7c5e7df906c24d30aecf3a194586e145.jpg,sketching*symbolism*landscapes,6.667,6.5,,6.5,5.5,6,5.67,,6.17,6.5,6.33
7c94318cd67d411d89404e02ed99f498.jpg,sketching*symbolism*landscapes,8.333,7.33,,7.83,7.83,7.17,7.83,,8.17,8,7.5
7fbdaef33cb74ca0b70523e6d7bbab92.JPG,sketching*symbolism*landscapes,5.083,5.17,,5,4.83,5,5,,5,5.17,5.17
7fe83e38c8494088905e11084e8e710a.jpg,sketching*symbolism*landscapes,3.917,4.67,,4.67,4.5,4,4.17,,4.17,4.17,4.17
807248706da346e39ba31a01ba150c01.jpg,sketching*symbolism*landscapes,8.083,7,,7.33,7.5,6.33,7.17,,7.83,8,7
810c3b369fb54594846c794c094ffc64.JPG,sketching*symbolism*landscapes,5.833,6,,6.17,6.33,6,5.83,,5.33,5.83,5.17
81a24468ff4a423985efb9f10ef8c57b.jpg,sketching*symbolism*landscapes,7.417,7.17,,7.33,7,7,7.33,,7.5,7.33,6.33
8219a6ed653c4f59bd4233a1af7e3e88.jpg,sketching*symbolism*landscapes,7.417,6.83,,6.83,7,6.33,6.67,,6.83,7.33,6.83
8559ce68c8eb444397dd246586327599.jpg,sketching*symbolism*landscapes,7.917,7.17,,7.33,7.17,6.67,6.67,,7.33,7.17,6.67
85cc802f4da14257bfaac7e0cb4b9285.JPG,sketching*symbolism*landscapes,4.917,5.17,,4.83,4.5,4.5,4.33,,4.67,5,4.33
8653cf73e4294bb593ff5dd333ef3ca5.jpg,sketching*symbolism*landscapes,8.417,7.83,,7.5,7.83,7,8,,8.33,8.17,7.33
87147611683740fab76a6ecde2578055.jpg,sketching*symbolism*landscapes,7.5,7.17,,6.83,6.83,6.67,7.33,,7.17,7.67,7.33
8903ad99489340dd9d42d75f89153457.jpg,sketching*symbolism*landscapes,8.857,8,,8.29,8.71,7.71,8.57,,8.86,8.71,8.57
89632fd5b99647dfb01c62a5d6f18b11.jpg,sketching*symbolism*landscapes,7.25,7.17,,7,6.5,6.67,6.67,,7,6.67,6.67
898ed3f065514c9785a2b19ad53217da.jpg,sketching*symbolism*landscapes,7.083,7.17,,6.67,7.17,6.33,7,,6.5,7.33,6.83
89b265220a3c466fa63bf62cb9bdaa65.jpg,sketching*symbolism*landscapes,6.833,6.5,,5.83,5.67,5.33,4.67,,5.5,7,6.17
8a5bd7dd02b345d2886717e17c30cb55.jpg,sketching*symbolism*landscapes,7.417,6.83,,7,7.17,6.33,6.83,,7.17,7.17,7.5
8b6fabbeccdb475facb95582f9ff9954.jpg,sketching*symbolism*landscapes,7.75,7.17,,7.17,6.83,6.67,7,,7.5,7.33,7.17
8b9b08367f7144eca567a47ebdbba8b9.jpg,sketching*symbolism*landscapes,7.333,7.33,,6.5,6,6,6.17,,6.5,6.5,6.67
8bda50be5f274f588eb3a3fff5a124f0.jpg,sketching*symbolism*landscapes,7.25,6.5,,6.67,6.5,6,6.67,,6.5,6.83,6.33
8c67cb6622004f9aab65bf0d7c82d277.jpg,sketching*symbolism*landscapes,3.5,3.83,,4,3.67,3.5,3.17,,3.5,3.67,3.5
9048b57f7fe649049b148a92e600cb3a.jpg,sketching*symbolism*landscapes,5.167,5.67,,5.17,5.17,4.83,3.83,,4.83,5.17,4.5
92b56ac1816e40459f385d826ae1c6c6.jpg,sketching*symbolism*landscapes,5.167,5.33,,5.5,5.17,4.83,4.33,,4,4.33,4.83
9359c7280ce84aa9a6901b788e14300d.jpg,sketching*symbolism*landscapes,7.583,7.17,,7.17,7.33,7,6.83,,7.5,7.17,7.33
968d69751f0d4a649dff73729c1c3642.jpg,sketching*symbolism*landscapes,7.917,7.67,,7,7.5,7.33,7.67,,8.33,7.67,6.33
9720c3642f5b46d8afe5337314125f2c.JPG,sketching*symbolism*landscapes,5.333,5.5,,5.33,5.17,5.33,5.17,,5.17,5.33,5.33
9794e0b544be4b6ab809cd784521a3eb.JPG,sketching*symbolism*landscapes,6.833,6.67,,6.5,6.83,6.33,6.5,,6.17,6,5.33
99d90702d16e4606891e54dd4f27314a.JPG,sketching*symbolism*landscapes,5.583,5.5,,5.5,6.17,5,5.17,,4.5,5.17,3.83
9afd37e9a51646bbbaddd299fcda15fb.jpg,sketching*symbolism*landscapes,7.667,7.33,,6.5,7.83,7.5,7.17,,7.17,8,7.33
9ea6742a31c74644ba110e5f1007c815.jpg,sketching*symbolism*landscapes,7.583,7,,7.5,6.83,6.5,7.33,,7.17,7.33,6.67
9eed3387b60f40b8b5339f0116c1989b.jpg,sketching*symbolism*landscapes,3.833,3.83,,3.67,4,3.67,3.5,,3.83,3.67,3.83
9fbdd926cd17483792f1d87d4e9c1b0d.jpg,sketching*symbolism*landscapes,7.667,7.33,,7.33,7,6.67,6.83,,7.17,7,7.33
a1004bf8864a4fd1a520b448b2ef4560.jpg,sketching*symbolism*landscapes,7.583,6.83,,6.83,7.17,7.33,6.83,,7.83,7,6.83
a157adf514b34691902787aed89942d4.JPG,sketching*symbolism*landscapes,5.667,5.17,,4.83,4.67,4.17,4.67,,5.17,5,4.67
a3096eaf317a47c897384b06efdf7418.jpg,sketching*symbolism*landscapes,6.917,6,,6.17,6.33,5.67,5.33,,6.5,6,6.5
a39dc5d24ddd43da8b18ea59c1d6a023.jpg,sketching*symbolism*landscapes,7.167,7,,6.33,6.83,6.17,6.33,,6.67,6.5,6
a3aabca4feb04cecb841b62b2649333a.jpg,sketching*symbolism*landscapes,7.333,7.33,,6.83,6.5,6.33,6.33,,6.83,7.17,6.17
a66460bba5c74135b490d9f9db5e8ccd.jpg,sketching*symbolism*landscapes,6.5,6.17,,5.33,5.5,5,4.17,,5,5,4.83
a77a09dd94984e4a8073791b61dd937d.jpg,sketching*symbolism*landscapes,3.833,3.67,,4.17,3.5,3.5,3.67,,3.5,3.5,3.33
a7a46c97cf7844f683da251b6d8ed2dd.jpg,sketching*symbolism*landscapes,4.083,5,,4.67,4.5,3.67,3.83,,4.17,4.17,4
a7ea0e288b1744f2a54e4226b7dc27a5.jpg,sketching*symbolism*landscapes,7.667,6.67,,6.33,6.33,6,6,,6,6,6.67
a8c3b33a291f4a9da6b78a81effc72b5.jpg,sketching*symbolism*landscapes,7.214,6.71,,7.14,7.14,6.43,7.14,,7,7.29,7.57
a8ef63b541ac4ba99311ae3d11a087fd.jpg,sketching*symbolism*landscapes,6.857,6.43,,6,6.14,5.29,5.14,,6.14,5.57,6.57
a9639b9ee7414efdba3e0f8694fba6c8.JPG,sketching*symbolism*landscapes,6.167,5.83,,5.67,5.83,5.17,5.83,,5.17,5.17,5.17
ab90d770f1f149a785ed1f215d68c5b2.jpg,sketching*symbolism*landscapes,8.083,7.83,,7.17,7,6.83,7,,8,7.83,7.17
acf2968a8a98439897599911bdd663ff.jpg,sketching*symbolism*landscapes,6.167,6,,6.17,6.17,5.83,6,,5.83,6,5.17
add7be4622574b279c3739b624afa568.jpg,sketching*symbolism*landscapes,6.833,6.67,,6.83,6.83,5.83,6.5,,6.5,6.83,6
ae761db814e24807a7413fd190b95f2a.jpg,sketching*symbolism*landscapes,8.167,7.83,,7.83,7.83,7.33,7.33,,8,8,8.33
b17d00f519db4e3289d9637d337433bf.jpg,sketching*symbolism*landscapes,6.917,6.83,,6.33,6.33,6,6,,6.5,6.17,5.83
b18424aff773423690b75be06f62a957.jpg,sketching*symbolism*landscapes,8.25,7.67,,7.5,5.67,7.33,7.83,,8,7.67,7.33
b252da5cda5a4003a50d2e69539f9284.jpg,sketching*symbolism*landscapes,6.667,6.67,,6,6,5.17,5.33,,6.17,6.5,5.83
b4d8cd9b7b094d098a7f6de3746d6024.jpg,sketching*symbolism*landscapes,7.083,6.17,,6.17,6,4.83,6.67,,6.5,6.5,7
b4e642bd812c4609a3fbf5ad661ac8ff.jpg,sketching*symbolism*landscapes,5.75,5.33,,5.17,5,4.17,5,,5.17,5.5,5.17
b5cbb264f213484c8be54b948a2c117e.jpg,sketching*symbolism*landscapes,6,5.5,,5.33,5.33,5.17,4.83,,5.67,5.17,5.33
b620adbcca4448069e44467ea8efc0cd.jpg,sketching*symbolism*landscapes,7.583,7,,7.17,6.83,6.33,6.17,,7,6.83,6.67
b888b93b740843fcbc7fe867b58bf6ac.jpg,sketching*symbolism*landscapes,7.857,7.29,,7.14,7.29,7.57,7.14,,8.43,7.14,7.86
b90fe34ce40c42fda7537272ce1e2d97.jpg,sketching*symbolism*landscapes,8,7.5,,7,7,7.33,6.67,,7.67,7.5,7.33
b992393d2413455fb7a0868e2b9fd03d.jpg,sketching*symbolism*landscapes,7.75,7,,7.5,7.67,6.83,7.17,,6.83,6.83,7.5
ba189c1be799425a8461b1ebb005518e.JPG,sketching*symbolism*landscapes,6.417,5.67,,6.5,6.67,5.67,5.83,,5.83,6.17,5
ba82d60c890440d28ca0d518e00f87bc.JPG,sketching*symbolism*landscapes,5.75,6.17,,6.17,5.67,5,4.83,,4.67,4.83,5
ba8bbdebaf7745f99e496779c5c94f4d.JPG,sketching*symbolism*landscapes,5.75,5.17,,6,5.83,4.67,4.5,,4.67,4.5,4.67
bca9a38357cc44cfb20a686c6ac9d8c4.JPG,sketching*symbolism*landscapes,4.25,4,,4.5,4.33,4.17,3.33,,3.83,3.83,4.33
be5edc22a9104868bc3fd5a9dd239aac.jpg,sketching*symbolism*landscapes,8.5,7.57,,7.71,7.57,7.57,7,,8.29,8.29,8.43
be7347dc18934d2da465f042e6ff48a3.jpg,sketching*symbolism*landscapes,8.286,7.43,,7.71,8,7.14,7.57,,7.86,7.57,7.57
bfce8f3358024acabbcf92df325300f9.jpg,sketching*symbolism*landscapes,3.667,3.83,,4.17,3.83,3.33,3.17,,3.5,3.5,3.33
c130c84f7a024c8f84192d2f3d09fb33.jpg,sketching*symbolism*landscapes,7.417,6.83,,6.5,7,7.17,7,,7,6.67,6.83
c1a3df9597744a41bd0654ccc30ba224.JPG,sketching*symbolism*landscapes,4.333,4.17,,4.17,3.67,3.5,3.83,,4.17,4,4.17
c1cd12025d104da5a53d8d8eb5d1881f.jpg,sketching*symbolism*landscapes,7.75,7.67,,7.17,6.83,6.83,6.67,,7.33,7.5,6.5
c246bae4ba3c4d25b10065930ea148fc.JPG,sketching*symbolism*landscapes,5.25,5,,5.67,5.17,5,4.83,,5.5,5.33,4.67
c3aeaec0a98c41038b0d027357fd616c.jpg,sketching*symbolism*landscapes,7.333,6.83,,7.17,6.5,6.5,6,,6.67,6.67,5.83
c5d65ee26f87496ca4e5ec1f9d1b5f90.jpg,sketching*symbolism*landscapes,8.083,7.83,,7,6.83,7.33,7.33,,7.83,7.17,7.33
c62831dc396f4e16af1a1c333a2bb923.JPG,sketching*symbolism*landscapes,6.167,5.83,,5.17,5.67,4.67,5.83,,5.17,5.67,5.17
c7e7d373f07947368cd10ac7ed664b7e.jpg,sketching*symbolism*landscapes,6.083,5.67,,5.83,5.67,5,5.17,,6,5.5,5.67
c8d1390d77f646cca6f6ba5ba7b94e77.JPG,sketching*symbolism*landscapes,6.417,5.83,,5.5,6,5.5,6,,5.5,6.17,5.17
c99110a8188347779365ef03c6a050e7.JPG,sketching*symbolism*landscapes,6.25,5.83,,6.33,6.5,5,5.33,,5.67,5.33,5.5
ca46dcf8b65a4cc0a952615303df0399.jpg,sketching*symbolism*landscapes,3.667,3.83,,3.83,4,3.83,3.5,,3.33,3.67,3.5
cb7f1524c96a41f0bff65e0810bec56e.jpg,sketching*symbolism*landscapes,4.583,4.5,,4.83,4,3.83,4,,4.17,4.67,4.33
cbf8b8ad925b4460a749c3040938862c.jpg,sketching*symbolism*landscapes,7.917,7.17,,7.17,6.83,6.67,6.83,,7.17,6.67,6.83
cc2645209b294d0f8a4906019361bb98.jpg,sketching*symbolism*landscapes,8,7.43,,7.43,7.43,7.43,7.43,,8.14,7.57,7.57
cd1cca24a42f4316a55464452d3a7f01.jpg,sketching*symbolism*landscapes,8.643,8,,7.57,7.86,7.57,8.29,,8.43,8,8.57
cf7f358fed664031a1afd8b0fa58cb7c.jpg,sketching*symbolism*landscapes,6,5.57,,5.57,5.43,4.71,5,,5.57,5.29,5.57
d0d65ec33c744823b0f6da48f939d142.jpg,sketching*symbolism*landscapes,8.357,7,,7.43,7,7.29,7.29,,7.43,7.29,7.29
d110042eca24420c8db9742f8961075a.jpg,sketching*symbolism*landscapes,8.071,7.43,,6.71,6.57,6.86,6.86,,7.29,7,6.71
d1a21071151b4999b946378b37d89ab8.jpg,sketching*symbolism*landscapes,3.929,4.71,,4.43,4,3.86,3.86,,3.86,4,4.29
d4eb868cef0c471b8a80bbdcc5294bbe.jpg,sketching*symbolism*landscapes,7.944,7.22,,7.44,7.22,7.67,7.22,,7.89,7.56,7.22
d634809f73004ae2bf5b74cff0d27931.jpg,sketching*symbolism*landscapes,8,7,,7,7.14,7.57,6.86,,8.29,7.71,6.71
d73635817bf043398cc7428abd3c7059.jpg,sketching*symbolism*landscapes,8.071,7.29,,7.29,6.86,7.14,7.71,,7.57,7.29,7.57
d861eb15398144ce92696ba40aa951c4.jpg,sketching*symbolism*landscapes,5.571,5.57,,5.29,5,4.86,5.29,,4.43,5,4.86
d8c2af61017e4c27b5fb1b2886ae1368.jpg,sketching*symbolism*landscapes,6.857,6.14,,6,5.86,5.71,5.86,,5.29,5.71,6.71
d8ef57d451864c86ae14a9f013bdfeb6.JPG,sketching*symbolism*landscapes,5,5.38,,5.5,4.75,5.25,4.62,,4.38,4.75,4.75
d9036bf103304a2289c509eefc72cfe2.jpg,sketching*symbolism*landscapes,6.812,6,,5.5,5.62,5.62,5.5,,5.5,5.25,6.5
d9c406f643e24b0f80a679ebb1a24e72.jpg,sketching*symbolism*landscapes,7.875,7,,7.38,7.25,7.12,7,,7.38,6.75,6.62
db40e537224d4c678fc37d31031d48c3.jpg,sketching*symbolism*landscapes,6.75,6.12,,5.88,5.75,6.12,5.88,,6.12,6.38,6.38
dcc61f9508bb40bca3d0d387c86e1a99.jpg,sketching*symbolism*landscapes,7.375,6.62,,6.25,6.62,6.5,6.38,,7.12,7,6.88
e17dd1dcf40643a4b23ea4b54df73c8b.jpg,sketching*symbolism*landscapes,6,6.25,,5.62,5.25,5.75,5.62,,5.75,6,5.88
e1d30cfc4ce844e990c1fed10b0db5d0.jpg,sketching*symbolism*landscapes,7.062,7,,6.25,6.38,6.38,6,,6,6.5,6.62
e479a12ccb71427196a019970159af36.jpg,sketching*symbolism*landscapes,8,7.5,,7.75,7.12,7.12,8,,8.12,7.88,8
e5b799fa36014c6a91f3d036213082c2.jpg,sketching*symbolism*landscapes,7.25,6.62,,6.5,6.5,6.5,5.88,,5.62,7.5,6.75
ea8521e150104ecabf4650bef58a35ae.jpg,sketching*symbolism*landscapes,7.688,6.5,,6.38,6.88,7.25,6.25,,6.62,6.75,6.12
eacb45ece4634505a3630c71f81c0f36.jpg,sketching*symbolism*landscapes,8.312,8,,7.62,7.38,8.12,7,,8.38,8.5,7.38
eaf1124b76aa4327aa02d69e7ec5affa.jpg,sketching*symbolism*landscapes,7.875,7.12,,7.38,7.25,7.25,6.38,,7.62,7.25,6.88
eb476235343843059b9aa065f002317e.jpg,sketching*symbolism*landscapes,8.125,7.75,,7.12,8.12,8,6.38,,7.62,7.88,7
ec7dfb255ed24d87b7b48be834e66252.JPG,sketching*symbolism*landscapes,5.938,6.12,,5.88,5.62,5.38,5.75,,4.88,5.25,5.38
ee8ee2a27b0d4cb2b6db228fb02ab5c0.jpg,sketching*symbolism*landscapes,8.312,7.88,,7.38,7.25,7.5,7.75,,8.5,8.25,7.88
eefec453af054fb69566be723bc7355d.JPG,sketching*symbolism*landscapes,5.312,5.25,,4.88,4.88,4.75,5.38,,4.38,5.38,4.75
f0f052aa0928447099b8d8bb55aa652a.jpg,sketching*symbolism*landscapes,8.688,7.5,,7.38,7.38,7.5,8.38,,8.62,8.12,8.5
f13d2c7efc0e4ad4816db8325ff9915d.JPG,sketching*symbolism*landscapes,6.25,6.12,,6,6.12,5.5,5.12,,5.5,5.5,5.62
f18392dd4c3346628f0ea6dd0f094c4c.jpg,sketching*symbolism*landscapes,4.875,4.75,,4.75,4.62,4.75,4.38,,4.75,4.5,4.75
f207ed5088ef4d4d851c87c98f50109e.jpg,sketching*symbolism*landscapes,7.938,6.88,,7.25,7.38,6.62,6.62,,8.12,7.75,7
f3a8f2d74669496fb7f41f87cf0aafe2.jpg,sketching*symbolism*landscapes,7.312,6.25,,6.75,6.88,6.62,6.62,,7.12,6.88,6.5
f4392c844dfe4f9f908421ec9d78def1.jpg,sketching*symbolism*landscapes,7.312,6.5,,6.12,6.38,6.5,6,,6.88,6.62,6.88
f4c07456431044d18a26f1c0f777f3ae.jpg,sketching*symbolism*landscapes,6.688,5.88,,5.75,6.12,5.62,6,,5.5,5.75,6.25
f5feb6bbf1df45d9902f274513980e5f.jpg,sketching*symbolism*landscapes,8,7,,7,6.62,7.5,7.25,,8,7.38,6.75
f974be9c9aac4fb8afe9f270c93f321d.jpg,sketching*symbolism*landscapes,7.5,7.12,,6.75,6.5,6.75,6.12,,7.75,6.88,7.25
fa1c4d0402aa4bdb87810901901bd81a.jpg,sketching*symbolism*landscapes,8.625,7.62,,8.12,8.12,8.5,8.25,,8.38,8.5,7.75
faefc2a72fbb4f3ca71127a3079bdca9.jpg,sketching*symbolism*landscapes,5.812,5.88,,6.12,5,5.5,5.25,,4.88,5.75,5.62
fbd51a495c404de2860e69216dfff017.jpg,sketching*symbolism*landscapes,7.375,6.5,,6.88,6.88,6,5.75,,6.5,6.88,6.88
fc277c68c9804dfbb040af87bd7a5050.jpg,sketching*symbolism*landscapes,7.5,6.62,,6.88,7.38,6.5,5.88,,6.38,7.38,6.75
fc556872db74474d985cf8d92e2a7902.jpg,sketching*symbolism*landscapes,5,6.25,,5.62,5,5,5,,4.75,5.12,5.12
fe48d08fb030400d9a4abd3f9f5788f4.jpg,sketching*symbolism*landscapes,8.312,8.12,,8.25,8,8.25,7.38,,7.62,8,8.25
028dc85ce3db4fec86d45a635d675b5d.png,sketching*symbolism*still life,8.25,7.67,,7.5,6.83,7.5,7.5,,8.17,7.67,7
08eca31f81d442fb91cefcfbfa2d869f.jpg,sketching*symbolism*still life,5.167,5.33,,4.83,4.83,4.83,4.67,,4.83,4.5,4
0a011f088db64354abc29552b90b13a6.jpg,sketching*symbolism*still life,8.417,8.33,,7.67,7.83,8.17,8,,8.5,8.17,7.17
0b614c71532743188b8cd2826333f5c0.jpg,sketching*symbolism*still life,4.833,4.83,,5,4.67,4.33,4.5,,4.83,4.67,4.33
0b65a6637ad64feabf8d6ac617617f0b.jpg,sketching*symbolism*still life,4.583,4.67,,4.5,4.67,4.33,4,,4.33,4.67,4.5
0badfd47fcd34dafb1eae475ce1080cf.jpg,sketching*symbolism*still life,6.917,6.17,,5.67,5.33,5.33,5.67,,6,6.5,5.17
0fea046d310041a6ae7240e93836e23d.png,sketching*symbolism*still life,8.583,8,,8.33,7.67,7.5,7,,8.5,8,8
106b43804feb498aba549be886f48093.png,sketching*symbolism*still life,8.667,8,,7.83,6.83,8.17,8,,8.5,8.17,7.33
110d3bf914dd49908b6ebb899477bcf1.jpg,sketching*symbolism*still life,3.417,3.67,,3.67,3.33,3.17,2.83,,3,3.33,3.33
128ae538e03b45cfa61f94ea877fd79e.png,sketching*symbolism*still life,8.333,7.83,,7.33,7.5,7.67,7.67,,8,7.83,6.67
17821ad6f3f8484bb96441163d7c78f0.png,sketching*symbolism*still life,8.417,7.83,,7.17,6.83,7.83,7.83,,8.33,8.17,6.67
186e9dbfbbe84bd9b9f5aebdc289f482.png,sketching*symbolism*still life,7.667,6.67,,6.83,7,6.67,7,,7.5,7.33,6.17
198fdb601dcc4709932d7e53c77ba127.jpg,sketching*symbolism*still life,7.833,7.5,,7.33,7.17,7.33,7.33,,7.67,7.5,6.5
1a322a1b4cef450b8b3e71ca9895949a.jpg,sketching*symbolism*still life,4.917,4.83,,5,4.83,4.33,4.5,,4.83,5,4.67
1bb2d0dd8e784367a58f7f3b48c4baf0.jpg,sketching*symbolism*still life,4.833,4.5,,4.5,4.67,4.17,4.17,,4.5,4.5,4.33
1c104beeb5ef4929b7e2c6251985a547.jpg,sketching*symbolism*still life,7.667,7.5,,7.33,7,7.33,7,,7.5,8,6.33
1d08e514af94402fbc67787d595e5ef6.jpg,sketching*symbolism*still life,5.667,5.5,,5.33,5.67,5.5,5,,5.67,5.17,5.33
1e3ad537b8a645818501cffb5a0a8f5a.png,sketching*symbolism*still life,7.75,7,,7.67,7.33,6.67,7.33,,7.67,7.67,6.33
1e7e1a587643447ea563e376379da4d0.jpg,sketching*symbolism*still life,5.25,5.33,,5.17,5.33,5.17,4.83,,5.33,5.33,5.17
1ea7216d579140bdb82764979f63d3e9.png,sketching*symbolism*still life,8.5,7.83,,8.17,8,7.67,8,,8.67,8.17,6.83
216340af86044e1f819c36b25634e27a.jpg,sketching*symbolism*still life,5.583,5.67,,5.5,5.33,5.17,5.33,,5.83,5.67,4.67
2397cf9920cc486c94c2344f0dd0e015.png,sketching*symbolism*still life,7.667,7.17,,7,7,6.5,6.67,,7.33,7.17,5.83
2453408568354f3a992b8be0cb0125a3.jpg,sketching*symbolism*still life,6.333,6.33,,6.33,6,5.67,5.5,,6.17,6,5.83
27f8d1908f0e42c69900574e3b60db10.png,sketching*symbolism*still life,8.5,8,,8.17,7.67,7.67,7.67,,8.5,7.83,7.67
2813e3d95283479e865b04138547fb62.jpg,sketching*symbolism*still life,5.167,4.67,,4.83,5.33,4.33,4.67,,4.83,4.67,4.67
282856f2c78743c394efbb7867a419ae.png,sketching*symbolism*still life,7.917,7.67,,7.17,6.83,7.33,7.17,,8,7.5,6.67
28493447dd2f45cdb5730f38672e4fe4.jpg,sketching*symbolism*still life,5.75,5.33,,5.5,5.5,5,5,,5.33,5.5,5.33
2a0ff61e235346928c9420a1f9331d5d.png,sketching*symbolism*still life,7.5,6.67,,7,6.83,6.67,6.67,,7,6.83,6.33
2c542f5b48a5468d8eef8f6b322f6a21.png,sketching*symbolism*still life,6.833,5.67,,6.33,6,5.67,6.67,,6.83,7,5.67
2ce729d61e044991a14a3bbbbf33b122.png,sketching*symbolism*still life,8.25,7.67,,7.5,7.5,7.33,7.33,,8.17,8,6.67
2dbff865f82c41bdae2ff7f7908e8a04.jpg,sketching*symbolism*still life,7.333,6.5,,6.17,5.83,6.33,5.5,,6.5,7,7.17
2e70ccd69b35405d89b0b3731ff8de7a.jpg,sketching*symbolism*still life,4.583,4.17,,4.33,3.83,4,4.17,,4.33,4.5,4.17
301c98907fe94d5ba4bb36f88e26e9e6.jpg,sketching*symbolism*still life,4.5,4.5,,4.33,4,4.17,4,,4.67,4.67,4.33
30cd18b4ed57499f8c7bc201c3f510e0.jpg,sketching*symbolism*still life,6.167,5.5,,5.33,5.33,5.17,5.33,,5.5,5.67,5.17
30d976bfe97b452397b6d8b93580f806.png,sketching*symbolism*still life,8.5,7.67,,7.5,8,7.67,7.67,,8.5,8.5,7
30fec02d19474c1f99f0663df2ee9e6d.jpg,sketching*symbolism*still life,7.833,7,,6.83,6.33,6.67,6.33,,7.33,7.17,6.17
315b7c5c46334f298a046e3003504275.jpg,sketching*symbolism*still life,3.75,3.83,,3.83,3.83,3.5,3.17,,3.67,3.83,3.5
31c64f326e3c415d8ba23afe1984929f.png,sketching*symbolism*still life,6.583,6.17,,6.67,6.17,5.67,5.67,,5.67,7,5.5
334027bb4103428899eed1bb61a2ef8d.jpg,sketching*symbolism*still life,3.333,3.67,,3.33,3.5,3.17,2.83,,3.67,3.33,3.5
34060949c4da4a2db8affd54e78502ba.jpg,sketching*symbolism*still life,5.417,5.17,,5,5,5,4.83,,5.5,5.83,4.67
3410a6a23da74e35a3f9604c245b3e9a.png,sketching*symbolism*still life,7.667,7.17,,6.83,7.33,7,7.17,,7.33,7.17,6.17
343783c2d10e42debbc45fec1f471479.png,sketching*symbolism*still life,7,6.83,,6.5,6.5,6.33,6.83,,7.17,6.83,6
35575b0777584172b982b21bd40ac8b2.jpg,sketching*symbolism*still life,6.917,6.83,,5.83,6.33,6.67,5.67,,6.67,6.33,6.67
36c3d370feb94968a5728d6551e80009.jpg,sketching*symbolism*still life,6.25,5.33,,5.5,5.33,5.17,6,,5.5,5.83,5.17
36c53fa2198a48cdbcefbba855820f0c.jpg,sketching*symbolism*still life,5.083,4.83,,4.5,4.5,4.17,3.67,,4.17,4.83,4
3707cada509b4cb692dbf0c577eb2667.jpg,sketching*symbolism*still life,4.5,4.17,,4.17,4.33,4,4,,4.33,4.17,4.17
374b8828b0484a38813acc31b2583833.jpg,sketching*symbolism*still life,6.833,6,,5.5,5.33,5.17,5,,5,6.67,6.5
37890a5c02c6465da4ac9bd3297157e4.jpg,sketching*symbolism*still life,7.833,7.5,,6.83,6.67,7.17,7.17,,7.33,7.17,6.17
379bada13c57415e9c1e87c0e22e88ba.png,sketching*symbolism*still life,8.75,8.17,,8.5,7.83,8.17,8.17,,8.33,8.5,7.33
396c7e20b803416ab612effc114c7d7a.jpg,sketching*symbolism*still life,6.167,5.5,,6,5.83,5.17,5.5,,5.5,6,5.67
3fc5c296246441f4816b11d896df7c01.png,sketching*symbolism*still life,8.333,7.5,,7.83,7.67,7.67,7.67,,7.83,8,6.67
3fe86482622c48fdb08da7e0243415f8.png,sketching*symbolism*still life,7.917,6.83,,7.33,6.5,6.33,7.5,,7.5,7.83,6.33
404c09cfac53457a851c5ebf7a6ea9d7.jpg,sketching*symbolism*still life,7.917,7,,7.33,6.83,6.83,6.5,,8,7.5,6.5
406a888bef9f4b5684c45e1ab574d4fd.jpg,sketching*symbolism*still life,7.167,6.67,,6.17,6,6.33,6.33,,7,6.83,6
41f6666383d34dfab4914c71b386ef0b.jpg,sketching*symbolism*still life,6.667,5.5,,5.67,6,5.33,5.33,,5.83,5.33,5.33
422a4425b11e4502b3a005464302b9fa.jpg,sketching*symbolism*still life,6.917,6.33,,6.33,6,6.5,6.17,,6.17,6.33,6
43583ae5c5a54498b354a51d5ade4a1a.jpg,sketching*symbolism*still life,4.5,4.33,,4.67,4.67,4.33,4.5,,4.5,4.33,4.5
443322ca0f31470087bc8f7aaafe401e.png,sketching*symbolism*still life,6.583,6.17,,5.67,5.5,5.17,5.33,,5.67,6,5.67
44571d8f97b54499906df1318d90a991.jpg,sketching*symbolism*still life,8.333,7.5,,7.67,7.5,7.83,7.67,,8.17,7.83,7
45d9e955cc804d2f86e14364d935cb81.jpg,sketching*symbolism*still life,5.25,4.33,,4.67,4.5,4,4.17,,4.67,4.5,4.17
496dc19f6ad94d3995158841a08a9651.png,sketching*symbolism*still life,8.083,7.67,,7.67,7.5,7.33,7.67,,8,7.83,7
4a5907575a7648fd95d8c2c309fa404c.jpg,sketching*symbolism*still life,5.583,5.5,,5.5,5.33,5.33,5.33,,5.67,5.17,5.17
4a7f0100806f47969b9fc6d573f41d3d.jpg,sketching*symbolism*still life,5.583,5.5,,5.67,5.67,5.5,5.67,,5.67,5.67,5.67
4aa29c637d7a41cd9dea21a651d624d4.png,sketching*symbolism*still life,7.083,6.67,,6.5,6.17,6.17,6.33,,6.67,6.83,5.83
4be69d2882364c37b1d6a291152babdc.jpg,sketching*symbolism*still life,4.917,4.5,,5,4.67,4.5,4.67,,5,4.67,4.83
4d2af99bbc70468c9f2f53b609224cfe.jpg,sketching*symbolism*still life,4.833,5.17,,4.5,4.17,4.33,4,,4.33,4.33,4.33
